fecha,cliente_id,producto_id,precio,costo,canal,region,descuento,ingreso,ganancia,nombre,apellido,nombre_completo,email,nombre_producto,categoria,margen_pct,ticket_cliente,mes,anio,segmento_cliente
2024-02-06 01:00:00,1006,P008,884.9705249718456,633.8162087848849,Web,Sur,0.2413598900316935,671.3741363833509,37.557927598466,Juan,Calderón,Juan Calderón,jaime94@example.org,Mesa Pro,Hogar,0.05594187437840267,1704.8652914950408,2,2024,Bajo
2024-02-06 02:00:00,1816,P001,1105.4385503686055,568.8201293463654,Marketplace,CDMX,0.1088840608547916,985.0739119790376,416.25378263267226,Sessa,Ávila,Sessa Ávila,julioadame@example.org,Laptop Pro,Electrónica,0.4225609647873105,4061.7784882345168,2,2024,Alto
2024-02-06 03:00:00,1136,P006,1094.599291779461,761.13803768398,Web,CDMX,0.1398372979620698,941.5334844658258,180.39544678184583,Ana María,Camacho,Ana María Camacho,socorrogalarza@example.com,Cafetera Pro,Hogar,0.1915974840599453,4551.7102065884155,2,2024,Alto
2024-02-06 04:00:00,1163,P005,745.2602267969785,422.1325132747606,Web,Occidente,0.1571598724908919,628.1352245810322,206.0027113062716,Marisela,Tijerina,Marisela Tijerina,vmontano@example.net,Smartwatch Pro,Electrónica,0.3279591770126822,3882.801841936644,2,2024,Alto
2024-02-06 05:00:00,1082,P006,656.9263751369147,344.59628227190933,Marketplace,Sur,0.2337087005438088,503.3969656507116,158.80068337880226,Nayeli,Rojas,Nayeli Rojas,victoriabravo@example.com,Cafetera Pro,Hogar,0.31545816565169393,2700.4654840400194,2,2024,Medio
2024-02-06 06:00:00,1896,P010,691.0571122381399,407.89082722601216,Marketplace,Norte,0.0641860218586394,646.7009053264544,238.81007810044224,Martín,Ybarra,Martín Ybarra,jose-emilioburgos@example.org,Aspiradora Pro,Hogar,0.3692743834646265,3370.0274425105194,2,2024,Medio
2024-02-06 07:00:00,1649,P012,1175.080428828835,666.672317114998,Web,Norte,0.1528123432084316,995.513635041132,328.841317926134,José Manuél,Montes,José Manuél Montes,nhernadez@example.com,Pantalón Pro,Ropa,0.3303232686637659,4801.700087351419,2,2024,Alto
2024-02-06 08:00:00,1419,P013,939.1428455090028,625.1025996323009,App móvil,Norte,0.0811800570557856,862.9031757270488,237.80057609474795,Perla,Viera,Perla Viera,jlucero@example.org,Sudadera Pro,Ropa,0.2755819920286959,2289.0571872539044,2,2024,Bajo
2024-02-06 09:00:00,1072,P013,172.2057905112552,104.56558107537528,App móvil,Occidente,0.0542332950456048,162.8665030658967,58.3009219905214,Camilo,Ibarra,Camilo Ibarra,robertojaimes@example.org,Sudadera Pro,Ropa,0.35796754331326514,6561.736035552709,2,2024,Alto
2024-02-06 10:00:00,1236,P013,945.19266779861,746.5113946384117,Marketplace,CDMX,0.0212300847558035,925.1261473506812,178.6147527122696,Itzel,Casares,Itzel Casares,salinasluis-manuel@example.org,Sudadera Pro,Ropa,0.19307069984323266,6552.945785798596,2,2024,Alto
2024-02-06 11:00:00,1045,P015,246.11875623295973,194.20366680773276,Web,Occidente,0.1551777159339872,207.9266097922153,13.722942984482556,Elias,Lucio,Elias Lucio,ana-luisavenegas@example.net,Chaqueta Pro,Ropa,0.06599897434097604,1002.7821450286931,2,2024,Bajo
2024-02-06 12:00:00,1617,P005,564.4531313564695,357.36350760391406,App móvil,CDMX,0.2205213697178921,439.9791536881876,82.61564608427352,Pamela,Ontiveros,Pamela Ontiveros,jose-eduardoolivarez@example.com,Smartwatch Pro,Electrónica,0.18777172825515975,3254.616228512034,2,2024,Medio
2024-02-06 13:00:00,1927,P006,292.02862300301445,215.67080039258096,Marketplace,Norte,0.0878482222111281,266.3744276374359,50.703627244854914,Abraham,Macías,Abraham Macías,ernestomascarenas@example.org,Cafetera Pro,Hogar,0.19034720297500923,2633.5957443518664,2,2024,Medio
2024-02-06 14:00:00,1799,P005,843.0205253632142,424.86595836780856,Marketplace,Norte,0.1381671340482443,726.5427954299337,301.6768370621251,Rosa,Barrientos,Rosa Barrientos,jose-mariaolmos@example.org,Smartwatch Pro,Electrónica,0.41522239152286555,3990.3763369185276,2,2024,Alto
2024-02-06 15:00:00,1261,P011,1058.906196621991,703.4774228049175,Web,CDMX,0.1605334488235289,888.916332897657,185.43891009273943,Arturo,Marín,Arturo Marín,imendez@example.net,Playera Pro,Ropa,0.20861233305079732,1277.0588998095632,2,2024,Bajo
2024-02-06 16:00:00,1175,P012,383.9161681716831,277.5674550970253,App móvil,Norte,0.1036625444488009,344.1184413239726,66.55098622694732,Irma,Badillo,Irma Badillo,jorge56@example.org,Pantalón Pro,Ropa,0.1933955819714191,1216.0219460605958,2,2024,Bajo
2024-02-06 17:00:00,1165,P005,144.31235238941576,81.54845235275185,Marketplace,Occidente,0.2258369625915145,111.7212890613538,30.172836708601963,Evelio,Vázquez,Evelio Vázquez,xgonzalez@example.com,Smartwatch Pro,Electrónica,0.2700724003643746,4063.434266906017,2,2024,Alto
2024-02-06 18:00:00,1656,P004,393.26706278620776,203.85058233698015,App móvil,CDMX,0.0906887903002941,357.6021485971767,153.75156626019654,Rodolfo,Vázquez,Rodolfo Vázquez,jacobogaribay@example.net,Audífonos Pro,Electrónica,0.42995146103943294,3020.708279970916,2,2024,Medio
2024-02-06 19:00:00,1841,P003,823.2161366220236,450.1145635239506,Marketplace,Norte,0.0312527050224609,797.4884055344455,347.3738420104949,Miguel,Velasco,Miguel Velasco,mitzy28@example.com,Tablet Pro,Electrónica,0.4355848180359419,1725.1016983970487,2,2024,Bajo
2024-02-06 20:00:00,1369,P003,428.07414668761743,270.7801962085602,Marketplace,Sur,0.0360050895129248,412.6612987179608,141.8811025094006,Gloria,Rentería,Gloria Rentería,gcervantes@example.com,Tablet Pro,Electrónica,0.34381974503107265,1420.0386501843568,2,2024,Bajo
2024-02-06 21:00:00,1794,P004,369.8289926868739,241.09574608254985,App móvil,Norte,0.2227144036269281,287.4627491366692,46.36700305411935,Renato,Contreras,Renato Contreras,de-la-cruzfrancisco-javier@example.org,Audífonos Pro,Electrónica,0.16129743138327451,1728.8859169487232,2,2024,Bajo
2024-02-06 22:00:00,1053,P009,262.1004691719047,160.99928534754432,App móvil,Sur,0.2470020107119899,197.36112627788836,36.361840930344016,Benito,Benavides,Benito Benavides,natividadjaimes@example.org,Lámpara Pro,Hogar,0.18424013693125071,3557.562041345512,2,2024,Medio
2024-02-06 23:00:00,1689,P002,622.1438909055986,393.19004285004127,Web,Norte,0.0722344626429292,577.2036612594516,184.0136184094103,Gregorio,Murillo,Gregorio Murillo,luis11@example.org,Smartphone Pro,Electrónica,0.31880189049372065,1545.9086092035543,2,2024,Bajo
2024-02-07 00:00:00,1418,P015,367.3411523807657,235.49157177616172,Web,Sur,0.0359006814136778,354.1533546990105,118.6617829228488,Amalia,Valladares,Amalia Valladares,clementealeman@example.com,Chaqueta Pro,Ropa,0.3350576278564342,1049.132621508693,2,2024,Bajo
2024-02-07 01:00:00,1755,P009,890.6619015104056,650.9233267892382,Web,Norte,0.1205530704390523,783.2898745602414,132.36654777100318,Adriana,Ordóñez,Adriana Ordóñez,tellezabraham@example.net,Lámpara Pro,Hogar,0.16898794695299374,5300.88046040562,2,2024,Alto
2024-02-07 02:00:00,1506,P001,138.11576229103312,73.4185506389016,Web,Sur,0.1773820158941494,113.61650994909252,40.19795931019091,Tania,Cabán,Tania Cabán,vserrato@example.com,Laptop Pro,Electrónica,0.35380385586744545,1604.0351504222133,2,2024,Bajo
2024-02-07 03:00:00,1340,P014,813.6379880780152,594.5131873483739,App móvil,CDMX,0.153100727025743,689.0694205675082,94.55623321913436,Beatriz,Orta,Beatriz Orta,ivonne85@example.org,Tenis Pro,Ropa,0.13722308724897286,3004.805121850968,2,2024,Medio
2024-02-07 04:00:00,1126,P015,323.19401675293534,228.36507553880517,Web,CDMX,0.2377770455206531,246.3458983194699,17.980822780664766,Esmeralda,Roybal,Esmeralda Roybal,rolando89@example.com,Chaqueta Pro,Ropa,0.07299014476525446,1681.933096088419,2,2024,Bajo
2024-02-07 05:00:00,1408,P015,612.6711502093436,442.6538294667864,App móvil,Sur,0.204444470992907,487.41392101217855,44.76009154539213,Porfirio,Tamayo,Porfirio Tamayo,juliaguerra@example.com,Chaqueta Pro,Ropa,0.09183178734912201,2689.769334526584,2,2024,Medio
2024-02-07 06:00:00,1923,P001,379.0034103359497,273.0115120771811,Marketplace,Norte,0.2172430412660005,296.6675568243821,23.65604474720095,Irma,Nieto,Irma Nieto,uposada@example.com,Laptop Pro,Electrónica,0.07973923741585465,2845.0945940984734,2,2024,Medio
2024-02-07 07:00:00,1366,P005,881.183977412415,564.9953791019914,App móvil,Occidente,0.1354167897122675,761.8568720453384,196.861492943347,Renato,Gómez,Renato Gómez,del-riolorena@example.org,Smartwatch Pro,Electrónica,0.25839695114232913,5057.374476592001,2,2024,Alto
2024-02-07 08:00:00,1270,P006,1137.1030962893822,640.666689470795,Web,Occidente,0.0818187983328625,1044.0666873704076,403.3999978996127,José Carlos,Vásquez,José Carlos Vásquez,xriojas@example.com,Cafetera Pro,Hogar,0.38637378510334264,3817.11695952853,2,2024,Alto
2024-02-07 09:00:00,1643,P006,1104.6382963902852,730.1533997876618,App móvil,Occidente,0.1754340026151447,910.8471786125627,180.69377882490107,Marisela,Díaz,Marisela Díaz,jvilla@example.com,Cafetera Pro,Hogar,0.19837990726407118,2668.5617917011714,2,2024,Medio
2024-02-07 10:00:00,1604,P003,720.9401474157048,567.6643905930156,App móvil,Occidente,0.1097632599878487,641.8074065792368,74.14301598622126,José María,Montoya,José María Montoya,ecampos@example.net,Tablet Pro,Electrónica,0.1155222193233877,1718.3250914291,2,2024,Bajo
2024-02-07 11:00:00,1378,P007,582.0018487455252,393.7578347543099,App móvil,Sur,0.0719385601405811,540.1334737476159,146.37563899330598,Leticia,Sandoval,Leticia Sandoval,caridad45@example.net,Silla Pro,Hogar,0.2709990143319683,1421.3496369043687,2,2024,Bajo
2024-02-07 12:00:00,1072,P009,991.0455858552892,498.80726027747227,App móvil,CDMX,0.0380676714180743,953.318788132617,454.5115278551447,Camilo,Ibarra,Camilo Ibarra,robertojaimes@example.org,Lámpara Pro,Hogar,0.47676761804459183,6561.736035552709,2,2024,Alto
2024-02-07 13:00:00,1922,P011,835.8253170218894,432.88502431033663,App móvil,CDMX,0.1319685519723906,725.5226602326464,292.6376359223098,Cristina,Tejeda,Cristina Tejeda,umora@example.net,Playera Pro,Ropa,0.4033473411133327,2605.035348546121,2,2024,Bajo
2024-02-07 14:00:00,1921,P012,261.0987313494728,208.31998054988716,Web,Occidente,0.1485633917999796,222.30901822552343,13.989037675636323,Dolores,Urbina,Dolores Urbina,vsantana@example.net,Pantalón Pro,Ropa,0.06292609174066441,846.5486262382897,2,2024,Bajo
2024-02-07 15:00:00,1914,P010,994.0570956549504,518.4841845000269,App móvil,CDMX,0.1421964206635437,852.7057347176185,334.2215502175916,Angélica,Alcántar,Angélica Alcántar,vanesasalazar@example.org,Aspiradora Pro,Hogar,0.3919541485531022,4800.145079858788,2,2024,Alto
2024-02-07 16:00:00,1247,P008,543.2170478039168,279.112278673533,Web,Sur,0.0291370908583885,527.3892833262285,248.27700465269544,Soledad,Salcido,Soledad Salcido,wvalle@example.net,Mesa Pro,Hogar,0.4707661162297796,4497.214164938955,2,2024,Alto
2024-02-07 17:00:00,1859,P006,267.3335089668513,161.97931948685817,Marketplace,Occidente,0.1424968298846858,229.2393314171258,67.26001193026767,Sessa,Llamas,Sessa Llamas,kcolunga@example.net,Cafetera Pro,Hogar,0.29340520020921185,2344.752355736666,2,2024,Bajo
2024-02-07 18:00:00,1784,P012,374.0669529559663,295.8103362804111,App móvil,Sur,0.0421035267012852,358.3174150141164,62.50707873370527,Benjamín,Soliz,Benjamín Soliz,frida98@example.net,Pantalón Pro,Ropa,0.17444610871409283,3079.3007909765042,2,2024,Medio
2024-02-07 19:00:00,1042,P008,357.6560847855937,213.02087473356,Marketplace,Sur,0.1659285413628672,298.31073232756614,85.28985759400612,Eva,de la Crúz,Eva de la Crúz,eruelas@example.org,Mesa Pro,Hogar,0.28590945062060946,2087.709426966891,2,2024,Bajo
2024-02-07 20:00:00,1376,P012,647.0880207939791,403.1133436978713,Web,Norte,0.1073459991663833,577.625710653252,174.51236695538068,Hermelinda,Verduzco,Hermelinda Verduzco,ibarraursula@example.com,Pantalón Pro,Ropa,0.30212015105425294,1540.1030131880864,2,2024,Bajo
2024-02-07 21:00:00,1040,P005,319.52560427955683,220.5439589825201,App móvil,Sur,0.2121971469347888,251.7231826788205,31.17922369630037,Luisa,Elizondo,Luisa Elizondo,maria-teresa31@example.com,Smartwatch Pro,Electrónica,0.12386313951894797,2259.077323858731,2,2024,Bajo
2024-02-07 22:00:00,1169,P008,192.10146051181255,97.44030612097444,Marketplace,Norte,0.1945664361984447,154.72496395151296,57.28465783053851,María Eugenia,Alejandro,María Eugenia Alejandro,lucascorrea@example.org,Mesa Pro,Hogar,0.3702353929679384,439.4592325188229,2,2024,Bajo
2024-02-07 23:00:00,1945,P010,192.24447820582483,147.8992662566237,Web,Occidente,0.1810955128791584,157.42986582695477,9.530599570331075,Luisa,Navarrete,Luisa Navarrete,elias55@example.net,Aspiradora Pro,Hogar,0.06053870096546363,3380.49036917017,2,2024,Medio
2024-02-08 00:00:00,1211,P012,720.7676267099611,472.7031266471112,Marketplace,Sur,0.1751842748335755,594.5004727012592,121.79734605414808,Sessa,Armas,Sessa Armas,maria-jose00@example.com,Pantalón Pro,Ropa,0.2048734217161037,4315.719747054694,2,2024,Alto
2024-02-08 01:00:00,1492,P004,894.9731821767854,572.8215636947767,App móvil,CDMX,0.1401220098695255,769.5677411108492,196.74617741607244,María,Sáenz,María Sáenz,armandovallejo@example.org,Audífonos Pro,Electrónica,0.2556580362010431,3426.802516917207,2,2024,Medio
2024-02-08 02:00:00,1679,P010,419.7629601640919,318.27183156805006,App móvil,Occidente,0.015278394032086,413.34965625863,95.07782469057996,Juan,Castañeda,Juan Castañeda,mario23@example.net,Aspiradora Pro,Hogar,0.23001791159369062,2833.6218626364125,2,2024,Medio
2024-02-08 03:00:00,1038,P008,89.84831628611964,70.61385619672052,App móvil,Sur,0.1638724058832502,75.124656531754,4.51080033503348,Zacarías,Calvillo,Zacarías Calvillo,padronivonne@example.org,Mesa Pro,Hogar,0.060044205767873775,3308.701075680955,2,2024,Medio
2024-02-08 04:00:00,1368,P010,196.30861997756236,123.09091685526212,Web,Sur,0.1167305443909288,173.39340789894953,50.30249104368743,Alfonso,Aguirre,Alfonso Aguirre,raquel91@example.com,Aspiradora Pro,Hogar,0.2901061329448164,3665.498305549303,2,2024,Medio
2024-02-08 05:00:00,1756,P012,1101.8987443876156,607.9531548200247,Marketplace,CDMX,0.1173886784983832,972.5483069449256,364.5951521249009,Serafín,Barajas,Serafín Barajas,beltranjorge@example.net,Pantalón Pro,Ropa,0.3748864190306462,1881.1783388011277,2,2024,Bajo
2024-02-08 06:00:00,1150,P002,617.5752085278709,459.9161510198297,Web,Norte,0.0947555488665674,559.0565306774276,99.14037965759792,Inés,Cantú,Inés Cantú,isaacpatino@example.net,Smartphone Pro,Electrónica,0.17733516060972615,1917.2859429272476,2,2024,Bajo
2024-02-08 07:00:00,1110,P012,571.608731057451,354.95651882692925,Marketplace,Sur,0.2322677287104276,438.8424693836872,83.8859505567579,Elvia,Benítez,Elvia Benítez,benjaminmadera@example.net,Pantalón Pro,Ropa,0.19115276302808112,4062.9518146382115,2,2024,Alto
2024-02-08 08:00:00,1479,P012,93.75655505660455,73.19233559326099,Web,Sur,0.062362816738108,87.90963219561318,14.717296602352192,Abigail,Gallegos,Abigail Gallegos,germanbarajas@example.net,Pantalón Pro,Ropa,0.16741392535466218,5797.552413650511,2,2024,Alto
2024-02-08 09:00:00,1435,P005,887.9325756644339,697.0001632324389,App móvil,CDMX,0.0791486133524449,817.653943550129,120.65378031769012,Raquel,Roldán,Raquel Roldán,amalia14@example.net,Smartwatch Pro,Electrónica,0.14756093487891683,3782.1358552150696,2,2024,Medio
2024-02-08 10:00:00,1046,P009,657.2782930718907,351.2815355254213,Marketplace,Occidente,0.2407601956839056,499.0318426131189,147.75030708769754,Patricia,Ballesteros,Patricia Ballesteros,ana-luisa09@example.com,Lámpara Pro,Hogar,0.2960739064545886,1142.9526660178017,2,2024,Bajo
2024-02-08 11:00:00,1574,P004,282.3930764994989,222.23380355162695,Marketplace,Sur,0.2025384338191745,225.19762506391208,2.9638215122850795,María Teresa,Arteaga,María Teresa Arteaga,renatoprieto@example.net,Audífonos Pro,Electrónica,0.013160980323144765,2682.769724024939,2,2024,Medio
2024-02-08 12:00:00,1736,P011,176.58482420821576,107.80169730805662,Marketplace,Norte,0.0035216030407174,175.96296255433955,68.16126524628294,José María,Arevalo,José María Arevalo,jleiva@example.com,Playera Pro,Ropa,0.38736143252438077,304.2068410699993,2,2024,Bajo
2024-02-08 13:00:00,1365,P006,490.8960431767983,340.6208627316868,Web,Norte,0.2265268999654684,379.6948843106434,39.07402157895661,Graciela,Mayorga,Graciela Mayorga,veronica01@example.net,Cafetera Pro,Hogar,0.10290900192110203,4069.9152094336023,2,2024,Alto
2024-02-08 14:00:00,1068,P015,1012.7362588242796,516.9259297428924,App móvil,CDMX,0.0566618247082675,955.3527744510716,438.42684470817903,Bianca,Olivas,Bianca Olivas,rodrigezestela@example.org,Chaqueta Pro,Ropa,0.4589161788535038,4648.302034128227,2,2024,Alto
2024-02-08 15:00:00,1298,P001,1045.088743081178,801.2332561646585,Marketplace,Norte,0.1764831347915158,860.6482055668866,59.4149494022281,Virginia,Lucero,Virginia Lucero,marisela96@example.org,Laptop Pro,Electrónica,0.06903511680837471,2616.587330259104,2,2024,Medio
2024-02-08 16:00:00,1943,P009,743.2733374549819,514.7013252127992,Web,Sur,0.1382682768418038,640.5022138626249,125.80088864982564,Sergio,Soria,Sergio Soria,federicobecerra@example.com,Lámpara Pro,Hogar,0.1964097639743794,2224.661613083272,2,2024,Bajo
2024-02-08 17:00:00,1801,P001,886.6668913146641,614.5189772397063,Marketplace,Norte,0.134202970900696,767.6735603009516,153.15458306124538,Lourdes,Cornejo,Lourdes Cornejo,diazmartin@example.net,Laptop Pro,Electrónica,0.1995048298930656,3225.1889829924257,2,2024,Medio
2024-02-08 18:00:00,1295,P005,182.4291555133009,140.58954825332796,App móvil,Sur,0.1794803308481798,149.68671032541965,9.097162072091663,Judith,Mojica,Judith Mojica,miriamsalinas@example.com,Smartwatch Pro,Electrónica,0.0607746810141955,4050.2238618801343,2,2024,Alto
2024-02-08 19:00:00,1202,P004,726.3449752880331,473.9431125027612,Marketplace,CDMX,0.0517953679736099,688.7236700172068,214.7805575144456,Gerónimo,Espinal,Gerónimo Espinal,renteriaaurora@example.net,Audífonos Pro,Electrónica,0.311853021559546,1876.0607335874656,2,2024,Bajo
2024-02-08 20:00:00,1060,P013,817.010559010259,509.12420845281576,App móvil,Norte,0.0397562826916066,784.5292562642196,275.40504781140385,Gerónimo,Armendáriz,Gerónimo Armendáriz,merinocatalina@example.net,Sudadera Pro,Ropa,0.3510449681925576,2043.9056483603501,2,2024,Bajo
2024-02-08 21:00:00,1945,P012,280.81976935086107,213.3777076094937,Web,Sur,0.1629781516832379,235.0522823859445,21.674574776450783,Luisa,Navarrete,Luisa Navarrete,elias55@example.net,Pantalón Pro,Ropa,0.0922117179907327,3380.49036917017,2,2024,Medio
2024-02-08 22:00:00,1962,P013,1062.1779428467978,767.6637790314476,Web,Occidente,0.0726448072261655,985.016230948807,217.35245191735945,Espartaco,Coronado,Espartaco Coronado,laura21@example.net,Sudadera Pro,Ropa,0.22065875169183444,6800.738474177325,2,2024,Alto
2024-02-08 23:00:00,1829,P013,274.24624814917274,215.1990287850335,App móvil,Sur,0.2434875519144402,207.4707005656106,-7.728328219422906,Guadalupe,Molina,Guadalupe Molina,sernafrancisco@example.net,Sudadera Pro,Ropa,-0.03725021508267813,4927.867315527691,2,2024,Alto
2024-02-09 00:00:00,1313,P014,410.498963823418,321.02520083321406,App móvil,Sur,0.1128779597686683,364.16267829987817,43.13747746666411,Jorge Luis,Urrutia,Jorge Luis Urrutia,mayte82@example.net,Tenis Pro,Ropa,0.1184566130391362,5756.168028554866,2,2024,Alto
2024-02-09 01:00:00,1160,P003,763.6403740769774,469.4080956357481,Web,CDMX,0.0278992550017413,742.3353765509787,272.9272809152306,Pedro,Colunga,Pedro Colunga,mespino@example.net,Tablet Pro,Electrónica,0.3676603453593967,4579.747657568852,2,2024,Alto
2024-02-09 02:00:00,1330,P013,784.1025749003404,497.1962177636812,App móvil,Sur,0.1714537915430111,649.6652154750391,152.46899771135793,Carlos,Jaramillo,Carlos Jaramillo,jgutierrez@example.org,Sudadera Pro,Ropa,0.23468856586368364,4470.2695951215655,2,2024,Alto
2024-02-09 03:00:00,1527,P006,854.2924521354723,492.75203023284905,App móvil,CDMX,0.0765398231165328,788.9050589592342,296.1530287263852,Samuel,Saucedo,Samuel Saucedo,julio-cesarlucero@example.net,Cafetera Pro,Hogar,0.37539755305547934,7252.492779684781,2,2024,Alto
2024-02-09 04:00:00,1337,P002,178.81347002843654,124.84655747136702,Marketplace,Sur,0.0371468569053505,172.171111644541,47.32455417317399,Josefina,Padrón,Josefina Padrón,amalia60@example.net,Smartphone Pro,Electrónica,0.2748693071743578,3731.8625462349437,2,2024,Medio
2024-02-09 05:00:00,1605,P003,1026.8840944178387,625.7447524585257,Web,Sur,0.1057058407224802,918.3364478928582,292.59169543433256,Uriel,Garza,Uriel Garza,maria-cristinabenavides@example.org,Tablet Pro,Electrónica,0.3186105659921156,5434.657010214171,2,2024,Alto
2024-02-09 06:00:00,1303,P005,662.7742021257488,487.68926971665474,Web,Sur,0.2410555695218195,503.0087893679569,15.319519651302189,Verónica,Navarro,Verónica Navarro,juan-carlos90@example.net,Smartwatch Pro,Electrónica,0.030455769312801764,2330.001158558018,2,2024,Bajo
2024-02-09 07:00:00,1502,P015,592.0200632208287,317.59817832615033,App móvil,CDMX,0.1028576440967825,531.1262742599059,213.5280959337556,Renato,Jaramillo,Renato Jaramillo,cervantezlilia@example.org,Chaqueta Pro,Ropa,0.4020288701237663,3867.6818338902467,2,2024,Alto
2024-02-09 08:00:00,1649,P009,1178.262268190536,630.2770603267871,App móvil,Sur,0.0868334414327658,1075.9497005331752,445.6726402063881,José Manuél,Montes,José Manuél Montes,nhernadez@example.com,Lámpara Pro,Hogar,0.4142132666476322,4801.700087351419,2,2024,Alto
2024-02-09 09:00:00,1337,P002,901.4350414821728,506.0084943104006,App móvil,CDMX,0.111127240517326,801.2610528166375,295.25255850623694,Josefina,Padrón,Josefina Padrón,amalia60@example.net,Smartphone Pro,Electrónica,0.36848484956101224,3731.8625462349437,2,2024,Medio
2024-02-09 10:00:00,1549,P010,185.7069306122811,97.54955838293176,Web,Occidente,0.003028926399912,185.1444379875029,87.59487960457113,Nadia,Ávila,Nadia Ávila,espartasevilla@example.org,Aspiradora Pro,Hogar,0.47311645198050034,1371.4316290899183,2,2024,Bajo
2024-02-09 11:00:00,1638,P008,920.0200423101768,631.1424729340214,Marketplace,CDMX,0.0332753846496535,889.4060215169152,258.2635485828938,Hugo,Santillán,Hugo Santillán,xcervantez@example.net,Mesa Pro,Hogar,0.29037755798236636,3955.784158937807,2,2024,Alto
2024-02-09 12:00:00,1274,P014,159.5362740687999,86.82057041361261,Web,Occidente,0.2124186545336519,125.64779338179348,38.82722296818088,Georgina,Rascón,Georgina Rascón,marco-antoniobustos@example.org,Tenis Pro,Ropa,0.3090163537548204,2346.3957301819473,2,2024,Bajo
2024-02-09 13:00:00,1163,P002,81.59114688993259,44.71104081377996,Marketplace,CDMX,0.2445086030236284,61.64140954477951,16.930368730999547,Marisela,Tijerina,Marisela Tijerina,vmontano@example.net,Smartphone Pro,Electrónica,0.27465901341370935,3882.801841936644,2,2024,Alto
2024-02-09 14:00:00,1442,P011,514.1697795603817,259.2796065776992,App móvil,CDMX,0.0394853714009203,493.8675948513107,234.58798827361147,José Manuél,Preciado,José Manuél Preciado,rocioolivares@example.org,Playera Pro,Ropa,0.47500178331044207,4193.598311308167,2,2024,Alto
2024-02-09 15:00:00,1318,P013,1192.6148987421016,876.1271104503144,Web,Sur,0.1338794545967271,1032.948266554578,156.82115610426376,Anabel,Castellanos,Anabel Castellanos,hernande-anda@example.org,Sudadera Pro,Ropa,0.15181898375931666,1829.2644213395176,2,2024,Bajo
2024-02-09 16:00:00,1588,P005,251.11652662409205,186.75255252056468,Marketplace,Norte,0.2415833584514109,190.4509527595908,3.6984002390260855,Claudia,Valladares,Claudia Valladares,migueltorres@example.com,Smartwatch Pro,Electrónica,0.019419174256873548,2096.8474032286003,2,2024,Bajo
2024-02-09 17:00:00,1503,P007,823.5409950558086,451.8001281261395,Web,Norte,0.0391453440447409,791.3031994694007,339.50307134326124,Gerónimo,Castro,Gerónimo Castro,felixconcepcion@example.net,Silla Pro,Hogar,0.42904296554204646,4455.302173732628,2,2024,Alto
2024-02-09 18:00:00,1685,P008,249.40547613703723,180.03517116153571,Marketplace,Sur,0.0465774043756125,237.7888164215103,57.753645259974576,Emilio,Rosales,Emilio Rosales,eugenio00@example.net,Mesa Pro,Hogar,0.24287788689607273,2289.7389528240833,2,2024,Bajo
2024-02-09 19:00:00,1386,P001,883.505021202144,556.6642985692407,Marketplace,Occidente,0.2317040884820995,678.7932955951431,122.12899702590244,María Elena,Centeno,María Elena Centeno,kreyes@example.org,Laptop Pro,Electrónica,0.17992074732975055,5499.605246005305,2,2024,Alto
2024-02-09 20:00:00,1969,P006,631.1567184735001,360.9449352653936,Web,Sur,0.1764219116130956,519.8068436729568,158.8619084075632,Alta  Gracia,Matos,Alta  Gracia Matos,tpatino@example.com,Cafetera Pro,Hogar,0.30561719288850536,2525.8834684793355,2,2024,Bajo
2024-02-09 21:00:00,1869,P001,831.9674666027827,571.0752667509353,App móvil,Norte,0.0379916717105401,800.35963173776,229.2843649868247,Alicia,Aragón,Alicia Aragón,irma77@example.net,Laptop Pro,Electrónica,0.2864766736035862,3611.713998905395,2,2024,Medio
2024-02-09 22:00:00,1832,P002,283.3041523013697,156.82165996534354,Web,CDMX,0.0983731677796524,255.4346253943549,98.61296542901135,Mauricio,Carrión,Mauricio Carrión,angel63@example.net,Smartphone Pro,Electrónica,0.38605950652448506,3720.768540354621,2,2024,Medio
2024-02-09 23:00:00,1887,P015,907.4725823985772,659.7916278029041,App móvil,Sur,0.0140674860536776,894.7067245015905,234.9150966986864,Clemente,Badillo,Clemente Badillo,julio-cesar18@example.com,Chaqueta Pro,Ropa,0.26256100492544,1766.4222245319527,2,2024,Bajo
2024-02-10 00:00:00,1602,P001,1194.961918566113,614.5504743902569,Marketplace,Occidente,0.1081678834794235,1065.705416996305,451.15494260604817,Felix,Barreto,Felix Barreto,francisco10@example.org,Laptop Pro,Electrónica,0.4233392599970357,2678.5842559126836,2,2024,Medio
2024-02-10 01:00:00,1749,P011,815.4980757198538,642.3998669097576,Marketplace,Sur,0.1944753736217592,656.9037827564094,14.503915846651807,Oswaldo,Aguilar,Oswaldo Aguilar,gaitanyuridia@example.net,Playera Pro,Ropa,0.02207920889995863,3083.529426269086,2,2024,Medio
2024-02-10 02:00:00,1775,P005,617.5019977838093,322.0659327187928,Web,Norte,0.1384930136465318,531.9822851779755,209.91635245918275,Susana,Angulo,Susana Angulo,nvillanueva@example.org,Smartwatch Pro,Electrónica,0.3945927492471951,3757.462018918717,2,2024,Medio
2024-02-10 03:00:00,1690,P010,1111.6500869121546,749.0682091417524,Web,CDMX,0.1618605304540507,931.7178141652616,182.64960502350925,Abril,Chavarría,Abril Chavarría,isaacmuniz@example.com,Aspiradora Pro,Hogar,0.1960353255530994,3517.449187176994,2,2024,Medio
